"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BALKISSOON","KIM","LIAO","ROSCH","SHAN","SINGH","WALKER","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"083","SCARBOROUGH--ROUGE RIVER","402","U","TORONTO","75","35","3","0","66","0","3","2","0","0","184","535","The Ambassadors III"
"083","SCARBOROUGH--ROUGE RIVER","403","U","TORONTO","69","38","1","0","75","1","0","0","0","0","184","522","The Platinum East"
"083","SCARBOROUGH--ROUGE RIVER","404","U","TORONTO","57","49","3","1","41","2","3","0","0","0","156","411","The Gatsby"
"083","SCARBOROUGH--ROUGE RIVER","405","U","TORONTO","64","49","1","0","27","0","0","1","0","0","142","393","Optima"
"083","SCARBOROUGH--ROUGE RIVER","406","U","TORONTO","58","48","2","1","37","2","0","1","1","0","150","338","Optima"
"083","SCARBOROUGH--ROUGE RIVER","407","U","TORONTO","29","7","0","0","33","0","0","0","0","0","69","286","Forest Manor"
"083","SCARBOROUGH--ROUGE RIVER","408","U","TORONTO","36","11","5","0","56","0","0","1","0","0","109","279","Forest Manor"
"083","SCARBOROUGH--ROUGE RIVER","409","U","TORONTO","60","55","6","0","37","4","1","0","1","0","164","431","Chartwell Place"
"083","SCARBOROUGH--ROUGE RIVER","410","U","TORONTO","37","19","0","0","18","1","0","0","0","0","75","230","Chartwell Place"
"083","SCARBOROUGH--ROUGE RIVER","411","U","TORONTO","60","56","2","0","27","2","0","0","1","0","148","497","The Windsor of Chartwell I & II"
"083","SCARBOROUGH--ROUGE RIVER","412","U","TORONTO","25","46","3","0","27","1","0","1","0","0","103","345","The Windsor of Chartwell I & II"
"083","SCARBOROUGH--ROUGE RIVER","413","U","TORONTO","68","18","0","1","59","3","0","0","1","0","150","393","Ridgeford Apartments"
"083","SCARBOROUGH--ROUGE RIVER","414","U","TORONTO","90","59","4","2","49","3","0","1","1","0","209","444","Wedgewood Grove"
"083","SCARBOROUGH--ROUGE RIVER","415","U","TORONTO","61","32","3","1","10","1","0","1","0","0","109","234","Yee Hong Garden Terrace - 100 Scottfield"
"083","SCARBOROUGH--ROUGE RIVER","416","U","TORONTO","50","47","2","2","8","1","4","2","0","0","116","194","Yee Hong Garden Terrace - 90 Scottfield"
"083","SCARBOROUGH--ROUGE RIVER","417","U","TORONTO","67","10","4","1","58","4","2","0","1","0","147","344","Nanak House"
"083","SCARBOROUGH--ROUGE RIVER","418","U","TORONTO","86","73","5","0","53","2","0","1","2","0","222","574","Riviera Club II"
"083","SCARBOROUGH--ROUGE RIVER","419","U","TORONTO","63","50","2","0","71","6","1","1","0","1","195","402","Riviera Club I"
"083","SCARBOROUGH--ROUGE RIVER","420","U","TORONTO","70","43","7","1","110","1","0","2","0","0","234","562","39 Kimbercroft Court"
"083","SCARBOROUGH--ROUGE RIVER","421","U","TORONTO",".......................COMBINED WITH POLL 420.......................","","","","","","","","","","","","8 Rosebank Drive"
"083","SCARBOROUGH--ROUGE RIVER","422","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"083","SCARBOROUGH--ROUGE RIVER","423","U","TORONTO","33","6","4","0","19","0","0","0","0","0","62","125","Scarborough Heights Co-Op Homes"
"083","SCARBOROUGH--ROUGE RIVER","424","U","TORONTO","54","7","1","0","76","1","1","0","0","0","140","258","Carriage House II"
"083","SCARBOROUGH--ROUGE RIVER","425","U","TORONTO","10","9","0","0","51","1","0","1","0","0","72","235","Berner Trail Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","426","U","TORONTO","25","12","0","0","52","2","0","0","0","0","91","162","Park Vista"
"083","SCARBOROUGH--ROUGE RIVER","427","U","TORONTO","30","2","1","0","19","2","0","0","0","0","54","187","Malvern Community and Recreation Centre"
"083","SCARBOROUGH--ROUGE RIVER","428","U","TORONTO","43","9","3","1","68","1","0","0","0","0","125","177","Neilson Hall Apartments"
"083","SCARBOROUGH--ROUGE RIVER","429","U","TORONTO","45","31","1","0","23","1","0","0","0","0","101","198","1319 Neilson Road"
"083","SCARBOROUGH--ROUGE RIVER","430","U","TORONTO","43","12","1","0","90","3","0","0","1","0","150","403","Mayfair Recreation Centre"
"083","SCARBOROUGH--ROUGE RIVER","431","U","TORONTO","56","25","3","0","105","1","1","1","2","0","194","512","Mayfair Recreation Centre"
"083","SCARBOROUGH--ROUGE RIVER","432","U","TORONTO","28","13","0","0","49","0","0","0","1","0","91","243","Mayfair Recreation Centre"
"083","SCARBOROUGH--ROUGE RIVER","433","U","TORONTO","40","12","0","0","72","0","0","0","2","0","126","369","Mayfair Recreation Centre"
"083","SCARBOROUGH--ROUGE RIVER","434","U","TORONTO","46","4","1","0","84","2","3","1","0","0","141","380","St. Gabriel Lalemant Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","700","U","TORONTO","19","18","0","1","8","0","0","0","0","0","46","162","Yee Hong Centre for Geriatric Care -2311"
"083","SCARBOROUGH--ROUGE RIVER","701","U","TORONTO","62","40","1","3","9","2","3","0","0","0","120","218","Yee Hong Aw Chan Kam Chee Evergrn Manor"
"083","SCARBOROUGH--ROUGE RIVER","702","U","TORONTO","14","19","4","3","14","1","2","0","0","0","57","239","Yee Hong Centre for Geriatric Care - 60"
"083","SCARBOROUGH--ROUGE RIVER","703","U","TORONTO","63","35","7","1","21","0","3","0","1","0","131","289","Sts. Peter and Paul Residence"
"083","SCARBOROUGH--ROUGE RIVER","ADV001","U","TORONTO","308","81","2","5","194","4","6","0","1","0","601","0","Returning Office / Bureau du directeur du scrutin"
"083","SCARBOROUGH--ROUGE RIVER","ADV002","U","TORONTO","109","38","1","0","72","4","0","7","0","0","231","0","Special Ballot Voting / Vote par bulletin spécial"
"083","SCARBOROUGH--ROUGE RIVER","ADV003","U","TORONTO","1338","535","37","14","834","29","7","8","5","0","2807","0","Woodside Square"
"083","SCARBOROUGH--ROUGE RIVER","ADV004","U","TORONTO","415","92","6","2","512","15","5","0","3","0","1050","0","Malvern Methodist Church"
"083","SCARBOROUGH--ROUGE RIVER","ADV005","U","TORONTO","126","68","3","1","57","2","0","0","1","0","258","0","Milliken Park Community Recreation Centre"
"TOTALS:","","","","","15237","6837","457","166","13088","455","150","130","80","5","36605","85338",""
